year,month,day,hour,lat,depth,lon
2017,10,25,17,-43.26067791970538,3626,54.60164870115817
2017,10,25,17,-43.26056235457692,3627,54.601754338830226
2017,10,25,17,-43.2601956766861,3628,54.60139344165289
2017,10,25,18,-43.26134674303393,3629,54.59223141067867
2017,10,25,18,-43.26080030660762,3630,54.59189276831429
2017,10,25,18,-43.2607573365784,3631,54.59198353272502
2017,10,25,18,-43.260855058721134,3632,54.58156473742604
2017,10,25,18,-43.26035321545535,3633,54.581176290951156
2017,10,25,18,-43.26051310575549,3634,54.581555235936115
2017,10,25,18,-43.261870223012465,3635,54.5789399866444
2017,10,25,18,-43.256655202527206,3636,54.57670714462984
2017,10,25,18,-43.25640126591472,3637,54.57652761756086
2017,10,25,18,-43.25695490494989,3638,54.57458617695709
2017,10,25,19,-43.2528092467873,3639,54.568101562129726
2017,10,25,19,-43.252392627701596,3640,54.567844582323396
2017,10,25,19,-43.25723597023485,3641,54.5587830857716
2017,10,25,19,-43.2570366951671,3642,54.55874343120213
2017,10,25,19,-43.258196728511905,3643,54.55365155665661
2017,10,25,19,-43.25797953178297,3644,54.55367243986705
2017,10,25,19,-43.2610690223001,3645,54.54098820912483
2017,10,25,19,-43.26125480765213,3646,54.541501475028745
2017,10,25,19,-43.26110631534582,3647,54.541025402561466
2017,10,25,19,-43.26100561126373,3648,54.541349897243954
2017,10,25,20,-43.260952592929875,3649,54.5408762788185
2017,10,25,20,-43.26104518618406,3650,54.540993191882066
2017,10,25,20,-43.25832978554725,3651,54.53059849246213
2017,10,25,20,-43.259317620745925,3652,54.53101563256118
2017,10,25,20,-43.25860026730454,3653,54.52312785348078
2017,10,25,20,-43.258793149931385,3654,54.523144113099384
2017,10,25,20,-43.258531428034246,3655,54.522777447948435
2017,10,25,20,-43.257833054772156,3656,54.51429545246602
2017,10,25,20,-43.25738700190857,3657,54.51417024511381
2017,10,25,21,-43.257719030330016,3658,54.51410233873776
2017,10,25,21,-43.25730399325086,3659,54.50587028609867
2017,10,25,21,-43.25768675762039,3660,54.505944666544856
2017,10,25,21,-43.25837352443261,3661,54.497470243780974
2017,10,25,21,-43.257786957230785,3662,54.497258591037905
2017,10,25,21,-43.25600002815017,3663,54.490549964290196
2017,10,25,21,-43.25603318996498,3664,54.49044480280263
2017,10,25,22,-43.25600831615058,3665,54.49052798416525
2017,10,25,22,-43.2568639634375,3666,54.481627382007396
2017,10,25,22,-43.2572319748589,3667,54.48162684407669
2017,10,25,22,-43.2586008492662,3668,54.473404671886655
2017,10,25,22,-43.25823058667849,3669,54.473039301890154
2017,10,25,22,-43.25867386230411,3670,54.47335300611506
2017,10,25,22,-43.25892915477075,3671,54.47352066393256
2017,10,25,22,-43.25781071387617,3672,54.46431329452445
2017,10,25,22,-43.25786959599107,3673,54.46429759505032
